Tỉnh,Trạm,Xã/Phường,Lượng mưa (mm),Tình trạng,Ngày và giờ cập nhật,Thời gian crawl
Lào Cai,A Lù PCTT,xã Y Tý,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Trung Lèng Hồ,xã Mường Hum,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Nậm Đét,xã Bảo Nhai,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Sín Chéng,xã Sín Chéng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,A Lù,xã Y Tý,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Suối Quyền,xã Sơn Lương,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Việt Cường PCTT,xã Việt Hồng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Thủy điện Tà Thàng,xã Mường Bo,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Hòa Cuông,xã Trấn Yên,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Tân Phượng 2,xã Lâm Thượng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Sơn Lương,xã Sơn Lương,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Khánh Hòa 2,xã Khánh Hòa,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Cao Sơn,xã Cao Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Nam Cường,phường Cam Đường,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Đông An,xã Đông Cuông,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Mù Cang Chải PCTT,xã Mù Cang Chải,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Gia Phú,xã Gia Phú,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Trung Tâm 2,xã Phúc Lợi,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Nam Cường PCTT,phường Cam Đường,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Nghĩa An,phường Nghĩa Lộ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Xuân Long,xã Cảm Nhân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Sơn A,xã Liên Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,An Lương 2,xã Mỏ Vàng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,A Mú Sung,xã A Mú Sung,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Tả Phời,xã Hợp Thành,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Thượng Hà 2,xã Thượng Hà,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Tà Si Láng PCTT,xã Tà Xi Láng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Hồ Bốn,xã Khao Mang,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Cao Sơn PCTT,xã Cao Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Chi cục thủy lợi,phường Yên Bái,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Xã Bản Mù,xã Phình Hồ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Chấn Thịnh,xã Chấn Thịnh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Nậm Xây 1,xã Minh Lương,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Gia Hội PCTT,xã Gia Hội,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Lâm Thượng,xã Lâm Thượng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Mường Hoa,xã Tả Van,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Tân Đồng PCTT,xã Trấn Yên,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Sơn Thịnh,xã Văn Chấn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Phong Dụ Thượng 1,xã Phong Dụ Thượng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Sùng Đô,xã Sơn Lương,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Phúc Lợi,xã Phúc Lợi,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Lương Sơn,xã Bảo Yên,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Lương Sơn PCTT,xã Bảo Yên,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Thủy điện Ngòi Phát,xã Bát Xát,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Lao Chải,xã Lao Chải,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Ngọc Chấn,xã Cảm Nhân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Tả Van PCTT,xã Tả Van,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Bản Hồ,xã Bản Hồ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Thượng Hà,xã Thượng Hà,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Phan Thanh,xã Tân Lĩnh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Đại Lịch,xã Chấn Thịnh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Minh Bảo,phường Nam Cường,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Y Can,xã Quy Mông,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,An Lương 1,xã Mỏ Vàng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Bảo Nhai 1,xã Bảo Nhai,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Tân Đồng,xã Trấn Yên,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Long Khánh,xã Phúc Khánh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Hưng Thịnh,xã Lương Thịnh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Cao Phạ 1,xã Tú Lệ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Bản Hồ 1,xã Bản Hồ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Dế Xu Phình,xã Púng Luông,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Hồng Ca,xã Hưng Khánh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Nậm Lành 1,xã Gia Hội,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Hồng Ca 2,xã Hưng Khánh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,An Phú,xã Mường Lai,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Nậm Xé PCTT,xã Nậm Xé,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Bản Liền,xã Bản Liền,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Yên Bái,phường Yên Bái,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Làng Nhì,xã Phình Hồ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Cảm Nhân,xã Cảm Nhân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Cao Phạ 3,xã Tú Lệ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Quan Hồ Thẩn,xã Si Ma Cai,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Phúc Sơn,phường Cầu Thia,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Hồ Đập Mỏ tuyển Đồng Sin Quyền,xã Bát Xát,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Xà Hồ PCTT,xã Hạnh Phúc,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Bản Cái,xã Cốc Lầu,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Kim Sơn PCTT,xã Bảo Hà,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Túc Đán 1,xã Trạm Tấu,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Làng Cang,xã Phong Dụ Hạ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Vĩnh Lạc,xã Mường Lai,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Nậm Xây,xã Minh Lương,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Nậm Khắt,xã Púng Luông,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Kiên Thành,xã Quy Mông,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Thịnh Hưng,xã Yên Bình,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Nghĩa Đô,xã Nghĩa Đô,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Bản Xen,xã Bản Lầu,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Long Phúc,xã Phúc Khánh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Chế Tạo,xã Chế Tạo,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Gia Phú 1,xã Gia Phú,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Lao Chải 1,xã Lao Chải,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Nậm Có 2,xã Nậm Có,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Nậm Chày,xã Nậm Chày,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Suối Giàng PCTT,xã Văn Chấn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Bát Xát,xã Bát Xát,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Hoàng Thu Phố,xã Bắc Hà,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Lâm Giang,xã Lâm Giang,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Tân Thịnh,xã Chấn Thịnh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Minh Quán,xã Trấn Yên,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Lùng Phình,xã Lùng Phình,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Mỏ Vàng 1,xã Mỏ Vàng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Khánh Thiện,xã Lâm Thượng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Phình Hồ,xã Phình Hồ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Xà Hồ,xã Hạnh Phúc,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Tân Tiến,xã Nghĩa Đô,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Tà Si Láng,xã Tà Xi Láng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Bạch Hà,xã Thác Bà,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Huổi Sản,xã Gia Hội,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Tân Phượng 1,xã Lâm Thượng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Vĩnh Yên,xã Nghĩa Đô,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Khao Mang PCTT,xã Khao Mang,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Việt Hồng,xã Việt Hồng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Việt Cường,xã Việt Hồng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Nàn Sán,xã Si Ma Cai,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Gia Hội,xã Gia Hội,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Lũng Hà,xã Phúc Lợi,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Bảo Hà 1,xã Bảo Hà,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Kiên Lao,xã Quy Mông,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Suối Bu,xã Văn Chấn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Tân Dương 2,xã Xuân Hòa,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Võ Lao,xã Võ Lao,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Thủy điện Mường Hum,xã Mường Hum,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Chế Cu Nha,xã Mù Cang Chải,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Cam Đường,phường Cam Đường,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Bản Lầu,xã Bản Lầu,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Văn Bàn,xã Văn Bàn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Bản Cầm,xã Phong Hải,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Yên Bái 2,phường Yên Bái,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Cao Phạ 2,xã Tú Lệ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Nghĩa Đô PCTT,xã Nghĩa Đô,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Lao Chải 2,xã Lao Chải,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Xuân Hòa,xã Xuân Hòa,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Phong Hải,xã Phong Hải,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Phong Hải PCTT,xã Phong Hải,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Nậm Mười 1,xã Sơn Lương,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Ba Khe,xã Cát Thịnh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Yên Thế,xã Lục Yên,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Trung Chải,xã Tả Phìn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Phố Lu,xã Bảo Thắng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,La Pán Tẩn,xã Púng Luông,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Trịnh Tường,xã Trịnh Tường,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Mồ Dề 2,xã Mù Cang Chải,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Yên Thành,xã Yên Thành,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Si Ma Cai 1,xã Si Ma Cai,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Pá Lau,xã Trạm Tấu,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Pha Long,xã Pha Long,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Lùng Phình PCTT,xã Lùng Phình,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,A Mú Sung PCTT,xã A Mú Sung,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Phong Dụ Thượng,xã Phong Dụ Thượng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Đồng Khê,xã Văn Chấn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Mậu Đông,xã Mậu A,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Liễu Đô,xã Lục Yên,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Trung Tâm 1,xã Phúc Lợi,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Đào Thịnh,xã Trấn Yên,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Tả Van,xã Tả Van,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Thủy điện Nậm Phàng,xã Bản Liền,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
Lào Cai,Minh Chuẩn,xã Tân Lĩnh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 01:19:50
